entity_a,entity_b,source_flags,n_assertions,needs_review,region,source,quote,notes,entity_a_polygon_source,entity_a_polygon_id,entity_a_display_name,entity_a_match_method,entity_a_resolve_source,entity_b_polygon_source,entity_b_polygon_id,entity_b_display_name,entity_b_match_method,entity_b_resolve_source,homeland_complete
Gourmantché,Mossi (Yonyonse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,1
Gourmantché,Natia,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,,,Natia,,,0
Gourmantché,Ninisi (tengabissi),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,,,Ninisi (tengabissi),,,0
Gourmantché,Peul (torobé),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,geopr,PEUL,Peul (torobé),index,ethnic_entity_index,1
Gourmantché,Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,murdock,SAMO,Samo,index,ethnic_entity_index,1
Gourmantché,SONGHAI,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,murdock,SONGHAI,SONGHAI,index,ethnic_entity_index,1
Gourmantché,Tambongou,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,,,Tambongou,,,0
Gourmantché,Tantiegou,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,,,Tantiegou,,,0
Gourmantché,Tindamba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,,,Tindamba,,,0
Gourmantché,Tomba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,,,Tomba,,,0
Gourmantché,Tuaregs,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,greg,TUAREGS,Tuaregs,index,ethnic_entity_index,1
Gourmantché,Yana,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,murdock,MOSSI,Yana,index,ethnic_entity_index,1
Gourmantché,Yoruba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gourmantché,index,https://en.wikipedia.org/wiki/Gurma_people,murdock,YORUBA,Yoruba,index,ethnic_entity_index,1
Gourounsi (Ko),Wala,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi (Ko),index,ethnic_entity_index,,,Wala,,,0
Gourounsi (Lela),Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi (Lela),index,ethnic_entity_index,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Gourounsi (Lela),Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi (Lela),index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Gourounsi,Gurmance,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,murdock,GURMA,Gurmance,index,https://en.wikipedia.org/wiki/Gurma_people,1
Gourounsi,Kurumba,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,murdock,LILSE,Kurumba,index,https://www.101lasttribes.com/tribes/kurumba.html,1
Gourounsi,Kusaal,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,,,Kusaal,,,0
Gourounsi,Lobi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,murdock,LOBI,Lobi,index,ethnic_entity_index,1
Gourounsi,Mossi,keerthana_analysis;llm_ehraf,4,0,WesternAfrica,/MOssi_195_NK | /Mossi_Skinner_195_NK,"Mossi often jokingly refer to the Gourounsi as their ligidi (meaning money), implying their status as individuals to be sold as slaves.",Text describes recurrent joking label applied by Mossi to Gourounsi; cross-ethnic institutionalized teasing. | Explicitly described recurrent joking by Mossi calling Gourounsi 'ligidi' indicating an institutionalized tease across groups.,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,murdock,MOSSI,Mossi,index,ethnic_entity_index,1
Gourounsi,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Gourounsi,Mossi (Yonyonse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,1
Gourounsi,Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,murdock,SAMO,Samo,index,ethnic_entity_index,1
Gourounsi,SONGHAI,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,murdock,SONGHAI,SONGHAI,index,ethnic_entity_index,1
Gourounsi,Tiefo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,murdock,SENUFO,Tiefo,index,https://www.101lasttribes.com/tribes/tiefo.html,1
Gourounsi,Tuaregs,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Gourounsi,index,https://en.wikipedia.org/wiki/Gurunsi_people,greg,TUAREGS,Tuaregs,index,ethnic_entity_index,1
Griots,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,,,Griots,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,0
Griots,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,,,Griots,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,0
Grunshi (Kasena),Grunshi (Lele),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,1
Grunshi (Kasena),Hausa,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,murdock,HAUSA,Hausa,index,ethnic_entity_index,1
Grunshi (Kasena),Korabou,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,,,Korabou,,,0
Grunshi (Kasena),Moimbou,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,,,Moimbou,,,0
Grunshi (Kasena),Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Grunshi (Kasena),Nassiou,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,,,Nassiou,,,0
Grunshi (Kasena),Po,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,,,Po,,,0
Grunshi (Kasena),Tiébélé,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,,,Tiébélé,,,0
Grunshi (Lele),Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Grunshi (Nunuma),Hausa,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,murdock,HAUSA,Hausa,index,ethnic_entity_index,1
Grunshi (Nunuma),Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Grunshi (Nunuma),Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
GRUNSHI,Mossi,icmid_jr_pair,1,0,West Africa,"Mossi_Skinner_195_NK.pdf
 [for Dagari] Dagaaba_Wegru_2000.pdf","The Sisala have an institutional form of intertribal joking rela-
 tionship with the tribes whom they refer to as Grunshi, Ilamely, the Nanuma
 and Nankanse and possibly also the Builsa and Kasena.
 
 The Mossi
 attitude toward the Gourounsi men is conditioned by the fact that the 
 Mossi were still expanding and absorbing the Gourounsi when the French
 arrived. Mossi often jokingly refer to the Gourounsi as their ligidi (meaning
 money), implying their status as individuals to be sold as slaves.
 [for Builsa] The Sisala have an institutional form of intertribal joking rela-
 tionship with the tribes whom they refer to as Grunshi, Ilamely, the Nanuma
 and Nankanse and possibly also the Builsa and Kasena.
 [for Dagari] The present article concerns inter-ethnic humour and its develop-
 ment between the Dagaaba and Gurune (or Frafra) tribes in Ghana.",,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,murdock,MOSSI,Mossi,index,ethnic_entity_index,1
GRUNSHI,Sisala,icmid_jr_pair,1,0,West Africa,"Mossi_Skinner_195_NK.pdf
 [for Dagari] Dagaaba_Wegru_2000.pdf","The Sisala have an institutional form of intertribal joking rela-
 tionship with the tribes whom they refer to as Grunshi, Ilamely, the Nanuma
 and Nankanse and possibly also the Builsa and Kasena.
 
 The Mossi
 attitude toward the Gourounsi men is conditioned by the fact that the 
 Mossi were still expanding and absorbing the Gourounsi when the French
 arrived. Mossi often jokingly refer to the Gourounsi as their ligidi (meaning
 money), implying their status as individuals to be sold as slaves.
 [for Builsa] The Sisala have an institutional form of intertribal joking rela-
 tionship with the tribes whom they refer to as Grunshi, Ilamely, the Nanuma
 and Nankanse and possibly also the Builsa and Kasena.
 [for Dagari] The present article concerns inter-ethnic humour and its develop-
 ment between the Dagaaba and Gurune (or Frafra) tribes in Ghana.",,murdock,GRUNSHI,Grunshi,index,ethnic_entity_index,,,Sisala,,,0
Guere,GURO,icmid_jr_pair,1,1,West Africa,"CoteDivoire_Nea_2021.pdf
[For Dan] Dan_Kadjo_2014.pdf","Tableau 2 : Alliances inter-ethniques à plaisanterie

[For Dan] The existence of alliances between Yacouba / Sénoufo, between Yacouba / Guro and between differents Yacouba clans, addresses the need for harmonization of social relations and peaceful coexistence between them. Indeed, these companies are regulated by the major features.",,,,Guere,,,murdock,GURO,GURO,gis_exact,gis:murdock,0
Guin,LOBI,icmid_jr_pair,1,1,West Africa,"Burkina_Nyamba_2001.html
 [for Karaboro] Burkina_Hagberg_2006","Tableau 1. Groupes alliés à plaisanteries
 [for Karaboro] d pact, today all people from Banfora and all people from Gaoua joke with
 each other. Karaboro joke with Lobi, although some interlocutors recognise that they do
 not have any blood pa",,murdock,GUIN,GUIN,gis_exact,gis:murdock,murdock,LOBI,Lobi,index,ethnic_entity_index,1
Gurmance,Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,GURMA,Gurmance,index,https://en.wikipedia.org/wiki/Gurma_people,murdock,SAMO,Samo,index,ethnic_entity_index,1
GURMA,Tem,icmid_jr_pair,1,0,West Africa,"Burkina_Nyamba_2001.html
 [for Tem] Tem_Facebook.pdf","Tableau 1. Groupes alliés à plaisanteries
 [for Tem] Au Togo, il existe des ethnies qui se charrient entre elles. C’est l’exemple des #Tem et des #Mobas sur le terme
 “#Wawa” qui signifie “esclave”. Les deux s’appellent Wawa ; à se demander finalement qui est l’esclave de l’autre ?
 Ou encore des #Akposso et des #Akebu au sujet de “#Alè” qui signifie “celui que j’envoie”.
 
 les Tém ont eu à conclure des alliances communautaires (« Kédya ») encore vivaces aujourd'hui avec les Moba et les Gourmantché vivant à Dapaong au nord du Togo et au sud du Burkina Faso d'une part et avec les Samirê au centre-est du Togo et au Bénin d'autre part, justifiant les railleries réciproques (bastêrê) entre eux et les groupes concernés. Ces alliances autorisent des railleries réciproques entre ces peuples.",,murdock,GURMA,Gourmantché,registry,synced from ethnic_entity_index,murdock,TEM,TEM,gis_exact,gis:murdock,1
GURMA,Yarse,icmid_jr_pair,1,1,West Africa,"Burkina_Nyamba_2001.html
 [for Tem] Tem_Facebook.pdf","Tableau 1. Groupes alliés à plaisanteries
 [for Tem] Au Togo, il existe des ethnies qui se charrient entre elles. C’est l’exemple des #Tem et des #Mobas sur le terme
 “#Wawa” qui signifie “esclave”. Les deux s’appellent Wawa ; à se demander finalement qui est l’esclave de l’autre ?
 Ou encore des #Akposso et des #Akebu au sujet de “#Alè” qui signifie “celui que j’envoie”.
 
 les Tém ont eu à conclure des alliances communautaires (« Kédya ») encore vivaces aujourd'hui avec les Moba et les Gourmantché vivant à Dapaong au nord du Togo et au sud du Burkina Faso d'une part et avec les Samirê au centre-est du Togo et au Bénin d'autre part, justifiant les railleries réciproques (bastêrê) entre eux et les groupes concernés. Ces alliances autorisent des railleries réciproques entre ces peuples.",,murdock,GURMA,Gourmantché,registry,synced from ethnic_entity_index,,,Yarse,,,0
GURO,Senufo,icmid_jr_pair,1,1,West Africa,"CoteDivoire_Nea_2021.pdf
[For Dan] Dan_Kadjo_2014.pdf","Tableau 2 : Alliances inter-ethniques à plaisanterie

[For Dan] The existence of alliances between Yacouba / Sénoufo, between Yacouba / Guro and between differents Yacouba clans, addresses the need for harmonization of social relations and peaceful coexistence between them. Indeed, these companies are regulated by the major features.",,murdock,GURO,GURO,gis_exact,gis:murdock,murdock,SENUFO,Senufo,index,ethnic_entity_index,1
GURO,Taywana,icmid_jr_pair,1,1,West Africa,"CoteDivoire_Nea_2021.pdf
[For Dan] Dan_Kadjo_2014.pdf","Tableau 2 : Alliances inter-ethniques à plaisanterie

[For Dan] The existence of alliances between Yacouba / Sénoufo, between Yacouba / Guro and between differents Yacouba clans, addresses the need for harmonization of social relations and peaceful coexistence between them. Indeed, these companies are regulated by the major features.",,murdock,GURO,GURO,gis_exact,gis:murdock,,,Taywana,,,0
Gurunsi,Mossi,llm_ehraf,2,0,WesternAfrica,/Mossi_Hammond_263_KS | /Mossi__263_NK,"The joking relationship which the Mossi maintain with the Gurunsi and the Samogho peoples, among others, appears to involve the same structural characteristics.","Text explicitly states Mossi maintain a joking relationship with the Gurunsi; inter-ethnic, reciprocal hospitality and ambivalence. | Explicitly states Mossi maintain joking relationships with Gurunsi as separate ethnic groups with reciprocal expectations.",,,Gurunsi,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,0
Gwari,man from Gobir,llm_ehraf,1,0,WesternAfrica,/Hausa_Beik_215_NK,"Mai Samari: If you continue, you’ll meet up with the Gwari who jokes with the man from Gobir,",Speaker enumerates recurrent joking relationships across named groups (wasan nangi).,,,Gwari,,,,,man from Gobir,,,0
habitants de saponé,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,,,habitants de saponé,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,0
habitants du village de sankoinsé,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,,,habitants du village de sankoinsé,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,0
Hausa-Fulani,YORUBA,icmid_jr_pair,1,0,West Africa,"Yoruba_Enoch_2024
 [for Fon] Bargou_Bigou_2019.pdf","As noted above, there is another kind of joking relationship that exists between
 two tribes. This is the case with the Yorùbá ethnic group in their relationship with
 the Hausa-Fulani ethnic group.
 [for Fon] Dans cette partie du Bénin, il existe cette parenté à plaisanterie entre les peuples ci-
 après : (i) Fon (à l‟intérieur de la collectivité et des clans) ; (ii) entre Fon et
 Yorouba en remontant à leurs périodes de conflits armés du 17ème au à la première
 moitié du 19ème siècle ; (iii) entre Xwla et Hueda (rapport de cousinage où le
 premier se considère comme le plus grand que le second) ; (iv) Ayizo et Bopagbe
 (Ayizo se considérant comme le plus grand et plus ancien que Bopagbe), (v) entre
 Ayizo et Fon….",Yoruba - GeoPR,,,Hausa-Fulani,,,murdock,YORUBA,Yoruba,index,ethnic_entity_index,0
Hausa-Fulani,Yorùbá,icmid_sheet1,1,0,,https://pdfs.semanticscholar.org/3b96/b0fc0581292fc5ee470e096c64d6933a2c63.pdf,,Yoruba - GeoPR,,,Hausa-Fulani,,,,,Yorùbá,,,0
Hausa,Hausa (adarawa),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,HAUSA,Hausa,index,ethnic_entity_index,murdock,HAUSA,Hausa (adarawa),index,ethnic_entity_index,1
Hausa,Hausa (arawa),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,HAUSA,Hausa,index,ethnic_entity_index,murdock,HAUSA,Hausa (arawa),index,ethnic_entity_index,1
Hausa,Hausa (gobirawa),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,HAUSA,Hausa,index,ethnic_entity_index,murdock,HAUSA,Hausa (gobirawa),index,ethnic_entity_index,1
Hausa,Hausa (kanawa),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,HAUSA,Hausa,index,ethnic_entity_index,murdock,HAUSA,Hausa (kanawa),index,ethnic_entity_index,1
Hausa,Hausa (kurfayawa),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,HAUSA,Hausa,index,ethnic_entity_index,murdock,HAUSA,Hausa (kurfayawa),index,ethnic_entity_index,1
Hausa,Hausa (Zamfara),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,HAUSA,Hausa,index,ethnic_entity_index,murdock,HAUSA,Hausa (Zamfara),index,ethnic_entity_index,1
Hausa,Maranse,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,HAUSA,Hausa,index,ethnic_entity_index,,,Maranse,,,0
HAUSA,NUPE,icmid_jr_pair,1,0,West Africa,"Yoruba_Enoch_2024
 [for Dakakari] Dakakari_Gummi_2023
 [for Gbari] Hausa_Beik_215_NK:p2
 [for Nupe] Dakakari_Gummi_2023
 [for Songhai] Songhai_Cisse_2013","As noted above, there is another kind of joking relationship that exists between
 two tribes. This is the case with the Yorùbá ethnic group in their relationship with
 the Hausa-Fulani ethnic group.
 [for Dakakari] The third joking relationship in Hausa is the one that exists between people
 who practice different but related trades and traditional occupations in Hausa society. This cultural phenomenon has contributed in no small measure to the stability and cohesion among the Hausa people on one hand and their neighboring
 tribes on the other; as there are also joking relationships between the Hausas and some of their neighbors, a clear example
 of which is the jokes existing between the Zamfarawa ethnic group of Hausaland and their southwestern neighbors, the
 Dakarkari (Clela) of Zuru in Kebbi state.
 [for Gbari] In Talala Mai Kaman Sake , the Troupe Amadou Dan Bassa incorporates other traditional, respected roles, those of the religious scholars, the malams , as well as the head of the samariya (Mai Samari) and the judge (Juju). ( 32 ) In the opening scene, Mai Samari reconciles a dispute between two members of the samariya who should have a jokingrelationship with each other ( wasan nangi ). Mai Samari draws out the example of different ethnic groups within Niger having a chain of such relationships with one another: Mai Samari: Haven’t you got that in your head? If he curses you, it’s not you he’s cursing. If you notice, if you go from here in the east to the west, our country is all one and the same. Listen to me carefully now. In this country the Beriberi joke with the Fulani, right? Musa: Yes. Mai Samari: If you continue, you’ll meet up with the Gwari who jokes with the man from Gobir, if you go even further, you’ll meet the man from Katsina who jokes with the man from Gobir, you go even further, you’ll see the man from the Arewa joking with the man from Adar ... (...) Look and you’ll see all of our country has the same mother, the same father, if you go [anywhere] they’ll tell you this people and that one have a joking relationship. (Scene 1) ( 33 ) This speech provides one of the central didactic points of the play, emphasizing traditional relationships as the basis of national unity and harmony. Audiences expect this sort of wise pronouncement from a community leader like Mai Samari. The actor chosen for the role,  Kaïlou Bako, a middle-aged man with impressive public-speaking ability, performed in accordance with those expectations, lending weight to the message of his lecture. ( 34 ) Talala Mai Kaman Sake , performance by the Troupe Amadou Dan Bassa of Zinder at the National Festival in Diffa, Niger, 8 April 1981.
 Talala Mai Kaman Sake , Scene 1. The transcription is mine with help from Yazi Dogo; the English translation is mine. The original
 Hausa:
 Mai Samari: Ba ka sa wannan a kanka? In ya zage ka ai ba kai ba ya zaga. Ai in ka lura, a ka dauka daga nan gabas
 zuwa yamma, [unknown]kasar wannan tamu kap! Gaba [unavailable]ayanta. Ka ji ko ka shurareni hwa! A nan
 [unknown]kasar nan, Baribari yana wasa da bahulatani. Ka ji ko?
 Musa: To.
 Mai Samari: In ka yi gaba, za ka tarda Baduwari yana wasa da Bagobiri, ka[unknown] kara yin gaba, ka tarda
 Bakatsine yana wasa da Bagobiri, ka [unknown]kara yin gaba, ka gan da Ba’are yana wasa da Ba’adare...
 (...) Ba ka duba ka ga [unknown]kasar tamu duk uwammu daya, ubammu [unknown]daya, an ka je an ce mutum
 wane da wane suna wasan nangi.
 Talala Mai Kaman Sake , performances in Tanout (9 March 1981), Diffa (8 April 1981), and Maradi (1 September 1981). 2/3
 [for Nupe] The Nupe people whose language is Nupe occupy the central part of Nigeria, precisely
 Niger state. They partake in joking relations with the Katsinawa.
 [for Songhai] The Hausa, the Zerma and the Sonrai, the
 Tuareg and the Sonrai the Fulbe and the Kanuri, the Zerma, the Sonrai and the Tuareg are paired
 joking kins.",,murdock,HAUSA,Hausa,index,ethnic_entity_index,murdock,NUPE,Nupe,index,ethnic_entity_index,1
HAUSA,Songhai,icmid_jr_pair,1,0,West Africa,"Yoruba_Enoch_2024
 [for Dakakari] Dakakari_Gummi_2023
 [for Gbari] Hausa_Beik_215_NK:p2
 [for Nupe] Dakakari_Gummi_2023
 [for Songhai] Songhai_Cisse_2013","As noted above, there is another kind of joking relationship that exists between
 two tribes. This is the case with the Yorùbá ethnic group in their relationship with
 the Hausa-Fulani ethnic group.
 [for Dakakari] The third joking relationship in Hausa is the one that exists between people
 who practice different but related trades and traditional occupations in Hausa society. This cultural phenomenon has contributed in no small measure to the stability and cohesion among the Hausa people on one hand and their neighboring
 tribes on the other; as there are also joking relationships between the Hausas and some of their neighbors, a clear example
 of which is the jokes existing between the Zamfarawa ethnic group of Hausaland and their southwestern neighbors, the
 Dakarkari (Clela) of Zuru in Kebbi state.
 [for Gbari] In Talala Mai Kaman Sake , the Troupe Amadou Dan Bassa incorporates other traditional, respected roles, those of the religious scholars, the malams , as well as the head of the samariya (Mai Samari) and the judge (Juju). ( 32 ) In the opening scene, Mai Samari reconciles a dispute between two members of the samariya who should have a jokingrelationship with each other ( wasan nangi ). Mai Samari draws out the example of different ethnic groups within Niger having a chain of such relationships with one another: Mai Samari: Haven’t you got that in your head? If he curses you, it’s not you he’s cursing. If you notice, if you go from here in the east to the west, our country is all one and the same. Listen to me carefully now. In this country the Beriberi joke with the Fulani, right? Musa: Yes. Mai Samari: If you continue, you’ll meet up with the Gwari who jokes with the man from Gobir, if you go even further, you’ll meet the man from Katsina who jokes with the man from Gobir, you go even further, you’ll see the man from the Arewa joking with the man from Adar ... (...) Look and you’ll see all of our country has the same mother, the same father, if you go [anywhere] they’ll tell you this people and that one have a joking relationship. (Scene 1) ( 33 ) This speech provides one of the central didactic points of the play, emphasizing traditional relationships as the basis of national unity and harmony. Audiences expect this sort of wise pronouncement from a community leader like Mai Samari. The actor chosen for the role,  Kaïlou Bako, a middle-aged man with impressive public-speaking ability, performed in accordance with those expectations, lending weight to the message of his lecture. ( 34 ) Talala Mai Kaman Sake , performance by the Troupe Amadou Dan Bassa of Zinder at the National Festival in Diffa, Niger, 8 April 1981.
 Talala Mai Kaman Sake , Scene 1. The transcription is mine with help from Yazi Dogo; the English translation is mine. The original
 Hausa:
 Mai Samari: Ba ka sa wannan a kanka? In ya zage ka ai ba kai ba ya zaga. Ai in ka lura, a ka dauka daga nan gabas
 zuwa yamma, [unknown]kasar wannan tamu kap! Gaba [unavailable]ayanta. Ka ji ko ka shurareni hwa! A nan
 [unknown]kasar nan, Baribari yana wasa da bahulatani. Ka ji ko?
 Musa: To.
 Mai Samari: In ka yi gaba, za ka tarda Baduwari yana wasa da Bagobiri, ka[unknown] kara yin gaba, ka tarda
 Bakatsine yana wasa da Bagobiri, ka [unknown]kara yin gaba, ka gan da Ba’are yana wasa da Ba’adare...
 (...) Ba ka duba ka ga [unknown]kasar tamu duk uwammu daya, ubammu [unknown]daya, an ka je an ce mutum
 wane da wane suna wasan nangi.
 Talala Mai Kaman Sake , performances in Tanout (9 March 1981), Diffa (8 April 1981), and Maradi (1 September 1981). 2/3
 [for Nupe] The Nupe people whose language is Nupe occupy the central part of Nigeria, precisely
 Niger state. They partake in joking relations with the Katsinawa.
 [for Songhai] The Hausa, the Zerma and the Sonrai, the
 Tuareg and the Sonrai the Fulbe and the Kanuri, the Zerma, the Sonrai and the Tuareg are paired
 joking kins.",,murdock,HAUSA,Hausa,index,ethnic_entity_index,murdock,SONGHAI,SONGHAI,index,ethnic_entity_index,1
Hausa,Tuaregs,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,HAUSA,Hausa,index,ethnic_entity_index,greg,TUAREGS,Tuaregs,index,ethnic_entity_index,1
Hausa,Wanzam,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,HAUSA,Hausa,index,ethnic_entity_index,,,Wanzam,,,0
